id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
995,jessicaphillips,jessicaphillips@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4199.31,40418,2024-05-28,16:04:14,22.259439,-134.008615,1,64,294.4
996,yjohnson,yjohnson@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2219.66,38247,2024-11-27,17:49:21,-5.743967,110.044921,1,42,193.2
997,michael97,michael97@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1360.53,68135,2024-04-23,02:45:57,-58.585517,-58.813723,1,62,285.2
998,michaelmaldonado,michaelmaldonado@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3623.07,47652,2024-10-03,04:36:39,-63.370123,-114.289465,0,19,80.75
999,blairjohn,blairjohn@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2916.06,94635,2024-01-08,09:07:38,-50.833696,-79.793938,0,54,243.0
1000,andrea91,andrea91@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4424.67,46882,2024-04-12,13:02:54,71.094708,-45.344759,0,4,18.4
1001,smithstacy,smithstacy@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2625.59,47638,2024-06-07,02:10:38,17.245613,171.814271,1,14,65.8
1002,troberts,troberts@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1944.21,93458,2024-02-14,12:53:39,-35.540676,-8.96058,1,38,171.0
1003,sspears,sspears@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3651.59,41865,2024-10-17,23:58:46,-34.510526,84.128894,0,52,244.4
1004,chanmichele,chanmichele@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4132.39,08209,2024-09-29,23:16:43,75.53094,-172.156399,0,35,148.75
1005,fsalinas,fsalinas@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4577.77,13360,2024-03-30,06:19:00,83.564858,-28.92067,1,85,412.25
1006,davidspears,davidspears@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4232.37,71064,2024-09-12,19:18:47,12.612742,-56.667545,0,20,90.0
1007,iyoung,iyoung@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4117.45,44207,2024-07-25,09:35:37,-54.285324,92.405177,1,9,41.4
1008,matthewkirk,matthewkirk@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2953.77,73792,2024-02-19,13:55:56,-12.88448,-55.051678,1,34,153.0
1009,brandonthomas,brandonthomas@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2302.58,13663,2024-09-27,19:07:30,-26.917724,-152.923036,1,26,122.2
1010,amber72,amber72@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2563.72,34318,2024-05-19,16:39:17,-85.103515,153.318689,0,33,140.25
1011,maryjones,maryjones@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4285.53,01026,2024-01-02,00:39:41,-42.831541,81.23939,1,68,312.8
1012,tsnyder,tsnyder@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2008.58,02668,2024-09-25,00:31:03,18.911752,178.536525,0,76,323.0
1013,zacharywagner,zacharywagner@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1481.99,59235,2024-06-14,01:39:25,83.861365,86.288771,0,41,198.85
1014,conradclayton,conradclayton@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2241.95,74233,2024-07-20,09:02:16,-3.007087,-60.503558,0,32,147.2
1015,mullinslauren,mullinslauren@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4967.4,30567,2024-09-16,14:05:49,85.760826,108.303012,1,2,9.2
1016,adam55,adam55@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1398.54,54350,2024-02-19,16:24:27,33.163245,-151.378627,0,57,262.2
1017,ronaldmartin,ronaldmartin@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2402.2,64602,2024-03-30,16:56:24,13.094796,-179.607866,0,18,82.8
1018,greg32,greg32@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3730.14,76926,2024-02-08,08:13:57,71.809041,-105.784346,1,80,388.0
1019,matthew89,matthew89@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2643.65,21225,2024-05-08,13:37:41,47.470369,16.861723,1,8,36.0
1020,tarawood,tarawood@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3161.71,13704,2024-04-04,06:54:30,16.802848,-83.930628,0,5,21.25
1021,ashaw,ashaw@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1385.87,90467,2024-06-12,17:39:51,4.342488,136.258268,0,47,211.5
1022,stacy30,stacy30@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3625.17,78119,2024-07-26,02:55:58,41.275497,163.470443,1,53,243.8
1023,medinashannon,medinashannon@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3042.15,07351,2024-02-23,07:05:00,-81.153303,-74.050906,1,50,225.0
1024,michelletaylor,michelletaylor@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3003.39,45888,2024-04-27,11:12:15,43.86777,116.019014,0,62,263.5
1025,leonard38,leonard38@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1295.98,04735,2024-05-15,12:13:49,-32.808567,29.129314,1,34,156.4
1026,craiggarcia,craiggarcia@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3708.31,19302,2024-09-04,21:55:46,-86.110896,-162.10029,0,49,225.4
1027,hamiltondiana,hamiltondiana@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4282.64,44413,2024-06-18,10:07:22,34.136672,155.000565,1,72,338.4
1028,nanderson,nanderson@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4231.61,91583,2024-08-21,13:46:53,68.848355,-56.737212,0,75,352.5
1029,kevin08,kevin08@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1921.25,39404,2024-09-29,21:55:08,18.251599,-142.136184,1,71,333.7
1030,larry42,larry42@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2147.8,87740,2024-10-10,07:29:30,18.941162,-46.55101,0,19,89.3
1031,wheelerrebecca,wheelerrebecca@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2690.99,31128,2024-10-14,19:45:43,8.26024,94.174164,1,59,250.75
1032,shawna07,shawna07@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2782.05,44477,2024-07-03,02:58:35,54.085987,102.918768,0,18,81.0
1033,raymondmontoya,raymondmontoya@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1409.84,80981,2024-07-08,15:07:01,-36.953841,163.851066,1,41,198.85
1034,chelsea40,chelsea40@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2876.54,17467,2024-07-04,23:21:58,63.246354,-1.656822,0,26,122.2
1035,margaret06,margaret06@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1377.73,63705,2024-06-17,20:49:26,-15.815421,-154.883624,0,33,140.25
1036,cynthiamiles,cynthiamiles@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3867.87,63016,2024-07-01,16:12:08,-49.167588,158.291956,1,82,397.7
1037,christinewood,christinewood@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4007.27,38845,2024-02-29,16:53:35,44.925874,57.188487,1,94,399.5
1038,jasonmurray,jasonmurray@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4476.46,16091,2024-03-23,01:27:12,-56.801081,-166.961594,1,38,178.6
1039,gsmith,gsmith@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3913.19,72965,2024-06-29,21:27:31,13.176897,-115.145198,1,11,46.75
1040,slynch,slynch@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4583.16,12091,2024-04-08,03:24:28,-6.058175,-67.968823,1,81,372.6
1041,mendozaanthony,mendozaanthony@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2532.39,41637,2024-02-23,23:11:30,-55.970515,-57.696017,0,90,423.0
1042,mitchelladam,mitchelladam@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2876.5,29199,2024-02-18,21:13:20,-65.39259,-1.229489,1,11,50.6
1043,patrickali,patrickali@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1747.4,04063,2024-03-18,16:02:45,-57.403045,14.777511,1,76,323.0
1044,aaguilar,aaguilar@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1409.64,40287,2024-05-04,11:51:21,24.08756,7.954446,0,100,450.0
1045,adam10,adam10@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2383.08,61629,2024-09-27,18:27:20,49.695769,72.438086,0,92,446.2
1046,jose49,jose49@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1761.38,49213,2024-03-19,15:36:10,71.528607,-165.330932,1,76,349.6
1047,adkinskaren,adkinskaren@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2812.55,02222,2024-11-29,12:27:24,-7.310979,-160.070643,0,72,331.2
1048,hjohnson,hjohnson@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2878.05,62934,2024-11-15,21:12:14,78.439116,-67.255593,1,50,235.0
1049,mezanathan,mezanathan@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2186.56,64057,2024-06-23,19:27:42,15.835093,-15.716978,1,96,451.2
1050,cgriffith,cgriffith@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1622.24,65068,2024-06-28,22:25:07,1.657731,162.681106,0,36,165.6
1051,andrew81,andrew81@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1440.05,26732,2024-02-04,07:10:26,89.196777,-124.74673,0,36,169.2
1052,thomascarter,thomascarter@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4223.79,14708,2024-11-07,16:53:39,-39.245824,106.010345,0,72,324.0
1053,huntermarie,huntermarie@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3363.67,14434,2024-04-02,03:12:21,-2.426011,-7.20565,0,70,339.5
1054,gracemckinney,gracemckinney@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2925.17,57466,2024-11-18,01:46:05,-25.528604,120.172079,0,6,29.1
1055,jbender,jbender@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2112.03,52887,2024-03-03,02:39:49,-2.915254,-105.375349,1,55,266.75
1056,xreyes,xreyes@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4226.86,53180,2024-06-24,11:05:04,-74.381877,118.593666,1,59,271.4
1057,kellitaylor,kellitaylor@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4523.9,47786,2024-02-09,11:13:02,33.224627,140.969988,1,62,300.7
1058,angelapierce,angelapierce@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4209.38,08853,2024-11-06,22:26:22,-0.776961,31.524825,0,63,289.8
1059,melindasullivan,melindasullivan@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3884.22,80031,2024-10-18,12:10:04,-11.322141,114.776124,1,73,310.25
1060,cmoody,cmoody@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2688.77,91120,2024-06-08,13:42:27,24.467553,27.440533,0,35,164.5
1061,walkerashley,walkerashley@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2983.66,75203,2024-09-15,14:01:29,-68.26292,172.275976,0,15,69.0
1062,dominguezjamie,dominguezjamie@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1277.02,18997,2024-05-08,04:18:49,-62.939073,-113.689994,0,70,315.0
1063,amyrussell,amyrussell@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4688.65,13100,2024-11-26,01:03:26,-7.746378,-3.121192,1,9,43.65
1064,toddwilliams,toddwilliams@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3985.03,46282,2024-10-05,11:54:37,9.181791,-64.599822,0,51,234.6
1065,williamswalter,williamswalter@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4284.49,47572,2024-10-09,22:39:39,-6.530977,162.325792,1,67,301.5
1066,watkinsphyllis,watkinsphyllis@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1686.07,66795,2024-04-02,08:41:30,70.413159,117.523433,0,5,22.5
1067,stevenssarah,stevenssarah@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3731.18,70495,2024-11-27,06:31:01,35.999338,-133.276885,0,14,64.4
1068,fpittman,fpittman@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2166.28,69866,2024-02-08,06:42:23,-39.725574,-67.750442,0,10,46.0
1069,aguirrejames,aguirrejames@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3653.93,46007,2024-10-27,01:17:51,61.426454,-17.057333,1,42,189.0
1070,larrysilva,larrysilva@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4567.8,90414,2024-03-18,07:43:27,-69.303096,-117.498802,1,53,225.25
1071,reneenguyen,reneenguyen@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4705.4,26882,2024-09-08,11:41:50,87.694225,-178.277027,0,23,105.8
1072,courtney19,courtney19@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2667.25,50694,2024-10-30,05:55:49,-53.222789,57.265578,1,47,220.9
1073,ldaugherty,ldaugherty@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2858.51,18866,2024-06-05,21:32:26,-38.890894,-72.502744,1,53,243.8
1074,robertmaynard,robertmaynard@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4720.59,31676,2024-10-02,20:14:47,-56.188882,36.765569,0,27,124.2
1075,matthewhendrix,matthewhendrix@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4529.86,86039,2024-11-01,05:10:09,-44.077602,8.132433,1,70,339.5
1076,kelseymay,kelseymay@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2114.6,12491,2024-06-18,19:19:06,41.946752,68.346261,1,88,413.6
1077,heather80,heather80@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4195.86,44267,2024-08-23,01:46:22,25.561102,2.630548,0,12,54.0
1078,gcampbell,gcampbell@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2452.41,38365,2024-05-18,11:44:45,49.25721,-130.031672,0,82,385.4
1079,kward,kward@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4867.76,68383,2024-10-13,16:57:21,43.460666,89.899891,1,70,322.0
1080,jgallagher,jgallagher@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4074.05,02084,2024-01-25,09:41:41,23.11161,9.376517,1,50,235.0
1081,khoward,khoward@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4451.43,55353,2024-03-24,14:53:24,35.163281,178.578326,1,68,289.0
1082,whitneygriffin,whitneygriffin@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4535.23,56925,2024-10-11,06:56:16,-78.0691,34.224031,0,11,50.6
1083,michaelsingleton,michaelsingleton@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2411.67,28021,2024-04-16,05:19:32,-41.355783,-121.02041,1,76,323.0
1084,edgar60,edgar60@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4493.94,07049,2024-11-30,04:44:58,56.285222,-48.883332,1,75,363.75
1085,andrewmatthews,andrewmatthews@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2571.53,97524,2024-01-20,20:42:03,-77.250027,-117.558635,1,30,145.5
1086,jasonowen,jasonowen@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3650.19,56659,2024-08-01,20:00:30,-26.483632,100.733026,0,75,345.0
1087,hallkaren,hallkaren@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2806.63,91458,2024-07-06,06:49:12,45.527432,3.599207,1,99,420.75
1088,jasminegibson,jasminegibson@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4003.79,74763,2024-09-14,19:31:48,-39.280864,30.21957,1,41,192.7
1089,yvonnehudson,yvonnehudson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3719.85,59763,2024-11-30,07:18:54,30.294317,-40.887405,0,59,265.5
1090,jasonromero,jasonromero@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4005.34,12237,2024-03-25,15:17:23,56.490098,-50.061702,0,48,225.6
1091,coxalicia,coxalicia@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1642.25,76170,2024-05-21,09:07:35,78.759333,-10.095677,1,3,14.55
1092,courtneygray,courtneygray@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2542.34,29656,2024-09-22,10:10:03,-15.942826,148.030333,0,75,352.5
1093,yestrada,yestrada@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2074.58,81439,2024-06-12,17:31:49,34.938871,-80.301227,0,49,208.25
1094,stephanie60,stephanie60@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2063.43,54791,2024-01-03,15:48:43,22.592681,-110.791684,1,90,414.0
1095,wwebb,wwebb@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3285.3,77619,2024-11-15,03:51:32,-35.509128,174.439189,0,41,184.5
1096,maria37,maria37@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3791.16,17218,2024-04-24,14:41:46,7.859402,92.137561,1,37,166.5
1097,urussell,urussell@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1098.32,50223,2024-01-16,14:39:52,58.219064,103.295202,0,7,32.2
1098,matthewcarter,matthewcarter@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3317.02,48517,2024-03-04,00:56:02,9.50812,-119.553289,0,49,208.25
1099,thomasnicholas,thomasnicholas@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3554.08,70143,2024-10-06,03:05:19,75.14137,28.092937,0,65,276.25
1100,veronicaconley,veronicaconley@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2353.39,87969,2024-04-20,14:44:37,65.991225,-12.369907,1,57,242.25
1101,hchen,hchen@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3474.07,37792,2024-03-11,13:17:22,-1.937391,175.058313,0,79,371.3
1102,jklein,jklein@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2288.01,75240,2024-09-09,07:21:54,43.785978,-72.080099,0,83,390.1
1103,eric42,eric42@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2807.64,95133,2024-05-22,19:15:16,25.732882,-105.880039,0,97,436.5
1104,qanthony,qanthony@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2037.25,24363,2024-07-06,10:07:31,-38.742356,33.332724,1,9,42.3
1105,fadams,fadams@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3442.16,02676,2024-03-12,15:27:53,84.234099,14.14752,0,31,150.35
1106,taylortimothy,taylortimothy@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4582.76,26534,2024-08-01,10:04:29,55.761695,-112.738693,1,90,405.0
1107,jeffreypittman,jeffreypittman@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1329.92,90712,2024-05-09,03:15:46,52.864883,153.667851,0,77,346.5
1108,michael55,michael55@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4113.81,38245,2024-03-24,12:18:53,-55.054305,-5.440787,0,84,357.0
1109,skelley,skelley@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3638.48,96845,2024-02-28,10:49:40,-54.087519,77.284038,1,16,77.6
1110,kimapril,kimapril@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2372.84,07679,2024-04-13,12:03:54,-43.035434,15.870534,1,42,197.4
1111,carterwilliam,carterwilliam@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3241.44,73383,2024-02-06,22:46:51,68.791907,-32.617204,0,30,145.5
1112,goldenjoanna,goldenjoanna@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3233.73,62720,2024-09-07,09:37:21,-4.452689,177.065202,1,49,220.5
1113,walshmelissa,walshmelissa@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3797.4,82859,2024-08-25,02:08:37,48.485137,165.163888,0,92,446.2
1114,conleybrandon,conleybrandon@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4348.85,18947,2024-07-08,12:05:33,-70.470273,-22.548804,1,14,65.8
1115,ibennett,ibennett@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3723.13,76328,2024-06-28,08:13:08,-40.17444,9.018902,1,79,355.5
1116,qparrish,qparrish@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3195.92,74727,2024-05-07,18:02:35,-58.65493,-55.86848,1,5,21.25
1117,shill,shill@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2330.33,48518,2024-11-22,02:49:22,-32.837718,128.915218,1,16,73.6
1118,sanchezmariah,sanchezmariah@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1229.29,81284,2024-01-10,23:17:12,-19.352358,-98.744424,1,97,470.45
